inn,company_name,phone,email,short,reputation,successful_tenders,unsuccessful_tenders
7726630020,"ООО ""Айти Сервис Менеджмент""",8 (495) 777-54-58,sales@kickidler.com,Система контроля и учета рабочего времени сотрудников,0,0,0
7813123876,"ООО ""НПФ""Амалтея""",8 (812) 336-50-36,amaltea-spb@mail.ru,Комплекс для профилактики и коррекции речевых расстройств,0,0,0
9723034079,"ООО ""Цетез""",8 (800) 550-35-20,,Прибор для персонального мониторинга здоровья,0,0,0
7713441995,"ООО ""ИТ-В""",8 (495) 118-26-25,info@sol-gos.ru,Платформа перевода на русский жестовый язык и наоборот,0,0,0
7724458091,"ООО ""Тимджет""",8 (495) 198-17-48,info@teamjet.pro,Облачная платформа для автоматизации операционных процессов в отелях,0,0,0
5024148238,"ООО ""Отто Бокк-Ортопедическая Техника""",8 (916) 239-19-37,info@ottobock.ru,Искусственная стопа,0,0,0
262516210143,ИП Мухортов Леонтий Алексеевич,,info@simpleem.com,Сервис управления вовлечённостью в онлайне,0,0,0
7731486332,"ООО ""ВИДЕОМАТРИКС""",8 (499) 348-90-08,vmx@videomatrix.ru,Программное обеспечение для контроля качества продукции при помощи нейронных сетей,0,0,0
7713626185,"ООО ""Новые Технологии""",8 (495) 611-09-29,mosh@ump-medical.ru,"Cистема моторизованной помощи для людей с небольшой способностью стоять или перемещаться как с некоторой помощью, так и без нее",0,0,0
773507990107,ИП Васильева Юлия Викторовна,8 (963) 960-90-60,info@arguv.com,AR-приложение для визуализации,0,0,0
7728371814,"ООО ""Крафт-Толк""",8 (499) 651-42-00,info@crafttalk.ru,Платформа клиентских коммуникаций на основе искусственного интеллекта,0,0,0
7725373193,"ООО ""Ит-Экспертиза""",8 (499) 450-28-86,info@it-expertise.ru,Комплекс информационной безопасности,0,0,0
7707380751,"ООО ""ТЕЛЕПАТ""",8 (495) 519-00-78,info@medsenger.ru,Телемедицинская платформа для дистанционного мониторинга онкологических больных,0,0,0
7703458446,"ООО ""Ай Ти Спорт Плюс""",8 (965) 214-64-66,itsportplus@yandex.ru,Программное обеспечение для персонального тренинга в фитнес клубе,0,0,0
7806521523,"ООО ""ЦЕРА МАРКЕТИНГ""",8 (499) 640-99-10,office@ceramarketing.com,Цифровой помощник в ритейле,0,0,0
7720492013,"ООО ""Волтеп""",8 (916) 120-10-88,info@voltep.ru,"Платформа для создания и презентации интерактивных трехмерных сцен градостроительных, архитектурных, инженерных и аналитических проектов",0,0,0
5047216501,"ООО ""Хинтед""",8 (800) 505-54-19,info@hinted.me,Платформа обучения и онбординга пользователей,0,0,0
5903120604,"ООО ""ЮНИКОРН""",8 (800) 775-05-19,info@ujin.tech,Платформа для создания умных домов и зданий,0,0,0
9715323140,"ООО ""Трубицын Эко Инжиниринг""",,info@winbin.ru,Сервис по раздельному сбору и вывозу второсырья,0,0,0
7709456156,"ООО ""Смарт Прайс""",8 (495) 249 49 74,info@smartpricing.ru,Система электронных ценников для розничных торговых сетей,0,0,0
7714915366,"ООО ""Инновационная Компания ""Ялос""",8 (495) 229-42-35,info@yalos-project.com,"Технология коллективной, звуковой виртуальной реальности",0,0,0
7717696017,"ООО ""Рехабмедикал""",8 (495) 956-16-76,info@rehabmedical.ru,Телескопический подьемник-тренажер ходьбы,0,0,0
7810462479,"ООО ""Медпрогресс""",8 (965) 080-84-08,nfo@med-progress.ru,Безлучевая система диагностики опорно-двигательного аппарата,0,0,0
7811678417,"ООО ""Барабан НТО""",8 (812) 938-86-64,info@ledokol.tech,Устройство для моментального удаления наледей и спрессованного снега,0,0,0
7704499646,"ООО ""Поинтер""",8 (800) 555-41-36,help@pntr.io,"Автоматизация обновления данных на геосервисах, сбор и анализ отзывов",0,0,0
7731323200,"ООО ""СПУТНИК""",,sales@sputnik.systems,Умный домофон,0,0,0
9701114958,"ООО ""Брискли""",8 (800) 600-50-96,hello@briskly.online,Платформа для торговли без персонала,0,0,0
7707380751,"ООО ""Телепат""",8 (499) 519-00-78,info@medsenger.ru,Сервис проведения дистанционных занятий для пациентов с последствиями онкологических заболеваний,0,0,0
7725403923,"ООО ""НПК Пожхимзащита""",8 (495) 374-56-13,Shans@npk-phz.ru,Средство защиты и спасения детей при пожаре,0,0,0
9724020248,"ООО ""НОЭ""",8 (985) 975-75-41,worldofnoe@gmail.com,Офтальмологический образовательный VR-симулятор,0,0,0
7704866529,"ООО ""ПРОФИЛУМ""",,ask@profilum.ru,Система для выявления и развития талантов,0,0,0
7721675556,"ООО ""НЕВРОКОР""",8 (495) 740-35-34,info@neurocor.ru,Электроэнцефалограф,0,0,0
6311151902,"ООО ""Ивентишес""",8 (495) 260-67-19,sales@talentrocks.ru,Мобильная платформа для обучения сотрудников,0,0,0
7714334690,"ООО ""ЭЛИТА ГРУПП""",8 (495) 748-96-77,info@ElitaGroup.ru,Портативный компьютер с вводом/выводом шрифтом Брайля и синтезатором речи,0,0,0
7718650199,"ООО ""АЙТИ АГЕНТСТВО ОС3""",8 (499) 750-21-06,oc3@oc3.ru,Кубический проекционный зал,0,0,0
7811581905,"ООО ""Пэйтую""",,hello@pay2u.ru,Платформа для запуска и управления партнерскими программами,0,0,0
7743941804,"ООО ""СПОРТИДЕЯ""",8 (800) 500-25-97,info@onetrak.ru,Фитнес браслет,0,0,0
7714334690,"ООО ""ЭЛИТА ГРУПП""",8 (495) 748-96-77,info@elitagroup.ru,Смартфон с клавишным управлением и озвученным интерфейсом,0,0,0
7718650199,"ООО ""АЙТИ АГЕНТСТВО ОС3""",8 (499) 750-21-06,oc3@oc3.ru,Программный продукт для проведения учебных проектов,0,0,0
1655139446,"ООО ""ТРАНСИНЖКОМ""",8 (843) 500-00-82,info@briomrs.ru,Платформа смешанной реальности для строительства,0,0,0
7708528930,"ООО ""Аксилон Консалтинг""",8 (495) 127-73-20,info@axilon.ru,Информационно-аналитическая платформа,0,0,0
0278193309,"ООО ""Поток-трубная компания""",8 (347) 216-07-00,mail@potok-tk.ru,Труба из пожаростойкого полипропилена с базальтовым волокном для систем пожаротушения,0,0,0
7716668049,"ООО ""БОЛЬШАЯ ТРОЙКА""",8 (495) 109-03-05,info@big-3.ru,Автоматизированная система коммерческого учета ресурсов,0,0,0
9715347247,"ООО ""Робовойс""",8 (800) 550-64-86,info@robo-voce.ru,Платформа для создания омниканального голосового робота на основе технологий искусственного интеллекта,0,0,0
7720544208,"АО ""Концерн ""Моринсис - Агат""",8 (495) 673-47-65,info@concern-agat.ru,Прибор для проведения внутриполостной локальной гипертермической химиоперфузии,0,0,0
7751037110,"ООО ""КИГАРД""",8 (495) 970-83-53,keyguard@keyguard.ru,Электронная система хранения и выдачи ключей,0,0,0
7730069696,"ООО ""Атес Медика Софт""",8 (495) 925-11-02,info@atesmedica.ru,Модульная система для регистрации и дистанционной передачи ЭКГ,0,0,0
7743945510,"ООО ""МУЛЬТИКУБИК""",8 (495) 320-42-07,pr@cinemood.com,Портативный LTE-проектор,0,0,0
772205611505,ИП Серединский Александр Александрович,8 (800) 500-53-35,zakaz@protektmed.ru,Защитные экраны для лица,0,0,0
6950198920,"ООО ""Симбионикс""",8 (900) 016-94-96,info@symbionix.ru,Реабилитационный экзоскелет,0,0,0
7731381403,"ООО ""АМТ""",8 (962) 205-52-52,info@amt-print.com,Строительный принтер среднего формата,0,0,0
7731381403,"ООО ""АМТ""",8 (962) 205-52-52,info@amt-print.com,Строительный принтер большого формата,0,0,0
7704451468,"ООО ""Сойка""",8 (495) 252-10-73,info@soica.ru,Платформа для автоматической обработки и аналитики документов,0,0,0
5001091779,"ООО ""Линия Медконтроля""",8 (495) 744-69-11,info@835n.ru,Электронная система медицинских осмотров,0,0,0
7731381403,"ООО ""АМТ""",8 (962) 205-52-53,info@amt-print.com,Строительный принтер большого формата,0,0,0
772386397219,ИП Баюн Сергей Владимирович,8 (915) 448-70-88,micsystb@gmail.com,Микрофонная решетка,0,0,0
7722000820,МТУСИ,8 (965) 377-76-44,info@pvision.ai,Видеомониторинг и аналитика AI в реальном времени для современного рабочего места,0,0,0
7751006961,"ООО ""БИОДИДЖИТАЛ""",8 (916) 783-48-71,info@bio-digital.ru,Браслет-коммуникатор для слепоглухих людей,0,0,0
4312150802,"ООО ""Иллюминарт""",8 (912) 734-43-31,illuminart@mail.ru,Бетон светопроводящий на основе высокопрочного цемента и мраморной крошки,0,0,0
5009111152,"ООО ""Иншурион""",8 (926) 336-83-22,akokorin@insurion.org,Автоматический ассистанс при задержке авиарейсов​,0,0,0
7721675556,"ООО ""НЕВРОКОР""",8 (495) 740-35-34,info@neurocor.ru,Медицинский прибор для ранней диагностики дисфункции нервной системы,0,0,0
7716554066,"ООО ""ДСС Лаб""",8 (495) 645-44-70,Info@3itech.ru,Информационный мониторинг 360°,0,0,0
9701158345,"ООО ""Оксилайт""",8 (995) 900-80-50,info@oxilightsystems.com,Мобильный комплекс дезинфекции,0,0,0
772872271422,ИП Дунаевская Ольга Владимировна,8 (495) 229-11-17,zakaz@disys.ru,Анимационный комплекс,0,0,0
7725646490,"АО ""ПО ""СПЕЦТЕХНИКА ПОЖАРОТУШЕНИЯ""",8 (495) 984-31-50,office@paffst.com,Аварийно-спасательный автомобиль с краном манипулятором,0,0,0
7716554066,"ООО ""ДСС Лаб""",8 (495) 645-44-70,Info@3itech.ru,Речевая аналитика для бизнеса,0,0,0
7721675556,"ООО ""НЕВРОКОР""",8 (495) 740-35-34,info@neurocor.ru,Комплекс с тренажерным модулем для реабилитации пациентов с двигательной патологией,0,0,0
7716554066,"ООО ""ДСС Лаб""",8 (495) 645-44-70,Info@3itech.ru,Облачная AI-платформа для обработки и анализа речи,0,0,0
7734651545,"ООО ""Игровые Системы""",8 (495) 532-88-07,info@gamestul.ru,Автосимуляторы,0,0,0
7710885093,"ООО ""РАЙГРАС""",8 (499) 390-03-60,info@ryegrass.ru,Система высокоточного трехмерного сканирования,0,0,0
7727289388,"ООО ""Уаттс Бэтэри""",8 (495) 008-29-14,office@wattsbattery.com,Модульная система энергосбережения,0,0,0
7751040962,"ООО ""Здравпринт-Дистрибуция""",8 (495) 204-10-82,ortez@zdravprint.ru,Индивидуыльные ортез для верхних и нижних конечностей,0,0,0
7704668012,"ООО ""СПХМ""",8 (909) 949-36-35,info@saveyourcity.ru,Система подземного хранения мусора,0,0,0
5262257980,"ООО НПФ ""Реабилитационные Технологии""",8 (831) 296-14-33,info@madin.ru,Медицинский экзоскелет,0,0,0
7714915366,"ООО ""Инновационная Компания ""Ялос""",8 (495) 229-42-35,info@yalos-project.com,Мобильное приложение,0,0,0
7017138970,"ООО ""Энбисис""",8 (382) 299-00-49,info@plario.ru,Цифровой репетитор,0,0,0
1841058191,"ООО ""БОКСГЛАС""",8 (499) 322-99-21,sales@boxglass.ru,Тренажёр по фехтованию в виртуальной реальности,0,0,0
7718924940,"ГАОУ ДПО ""ТЕМОЦЕНТР""",8 (495) 390-75-66,tmc@edu.mos.ru,Браслет школьника,0,0,0
7723345578,"ООО ""ОКБ БУРСТРОЙПРОЕКТ""",8 (499) 759-01-40,info@burstroy.ru,Контроль состояния автомобильных дорог,0,0,0
9701161411,"ООО ""Эмииа""",8 495) 142-18-83,emiia@emiia.ai,Нейросетевая библиотека обработки сигналов и визуализации данных,0,0,0
782615842862,ИП Николаенков Антон Сергеевич,8 (921) 922-60-16,hello@otmetky.info,Сервис-конструктор для сбора мнений жителей о городе,0,0,0
9704036560,"ООО ""Аркон Констракшн""",8 (499) 350-47-72,info@arkon3d.ru,Строительный 3D принтер,0,0,0
5024078710,"ЗАО ""Суперокс""",8 (495) 643-24-79,press@superox.ru,Ограничитель токов котроткого замыкания,0,0,0
5047075064,"ООО ""КСС""",8 (495) 617-17-31,kulik@cosmic-rs.com,Пневмокаркасная парашютирующая система экстренного спасения с высотных объектов,0,0,0
7714362217,"ООО ""УЗВ""",8 (495) 191-16-76,sokolovas@whenspeak.ru,Многофункциональная веб-платформа для мероприятий и обучения в онлайн и гибридном формате,0,0,0
7733316720,"ООО ""СРТ""",8 (495) 240-82-42,info@strij.tech,Дистанционный газовый счетчик со встроенным LPWAN-радимодулем,0,0,0
7719431986,"ООО ""ИНЖИМАТИК""",8 (916) 659-13-19,engimatic@mail.ru,Система раннего обнаружения протечек воды и прорывов пара,0,0,0
5261071118,"ООО ""ДСК""",8 (920) 253-90-36,info@lesdozor.ru,Система обнаружения лесных пожаров на ранней стадии,0,0,0
7714921786,"АО ""СПЭНС""",8 (495) 227-72-40,info@agd-russia.ru,Установка для промышленной очистки теплосилового и динамического оборудования,0,0,0
7727771337,"ООО ""Титаноф""",8 (495) 104-44-50,info@titanof.ru,Фильтр титановый для очистки воды,0,0,0
7451278717,"ООО ""СРМ Солюшнс""",8 (495) 136-67-37,hi@crmsol.ru,Платформа для сбора доступных сведений о потребителе,0,0,0
7727211617,"ООО ""НПЦ ""ПЛАЗМА""",8 (495) 150-31-21,info@plasmamed.ru,Прибор для обработки живых тканей потоком холодной плазмы,0,0,0
7707385100,"ООО ""Ренессанс""",,partners@gotraveltogether.ru,Онлайн сервис для поиска попутчиков для путешествий,0,0,0
5003096726,"ООО ""СПУТНИКС""",8 (495) 425-74-68,info@orbicraft.ru,Конструктор спутника,0,0,0
2466262260,"ООО ""ЛАТТА-БИО""",8 (391) 298-47-00,contact@latta-bio.ru,Спрей антибактериальный,0,0,0
7725312352,"ООО ""Энгри""",,info@angry.space,Инструмент для модерации и реагирования в соцсетях,0,0,0
4825057703,"ООО ""ЛИПЕЦКИЙ ЗАВОД МАЛЫХ КОММУНАЛЬНЫХ МАШИН""",8 (474) 232-78-43,info_lzmkm@mail.ru,Машина малогабаритная многофункциональная комбинированная,0,0,0
7705563460,"ООО ""СТРОЙПРОЕКТ""","8 (495) 485-95-02
 8 (495) 485-95-04","stroipr@rambler.ru
 info@dor-aps.ru",Установка для нанесения жидкого реагента на дорожное полотно,0,0,0
9710023930,"ООО ""ЛАБОРАТОРИЯ ИННОВАЦИЙ""",8 (800) 200-81-95,info+16007@bm-technology.ru,Интерактивный информационный комплекс для музеев и выставок,0,0,0
5052007599,"ОАО ""ИАИ""",8 (495) 465-86-68,info@istok-audio.com,Электронная трость,0,0,0
3019027499,"ООО ""Шерпа Роботикс""",8 (927) 550-88-19,info@sherparpa.ru,Платформа автоматизации повторяющихся бизнес-процессов,0,0,0
7717704934,"ООО ""ДЕЛФИН АКВА""",8 (495) 993-46-46,info@delfin-aqua.com,Дезинфицирующее средство,0,0,0
9701125082,"ООО ""Карта Врача""",8 (800) 550-07-80,help@doc.club,Интерактивная платформа профессионального развития врача,0,0,0
5042073899,"ООО ""Каланча""",8 (343) 380-53-64,kalancha@kalancha.ru,Автоматическая установка газопорошкового пожаротушения,0,0,0
5046036390,"ООО ИТЦ ""КОМПЛЕКСНЫЕ ИССЛЕДОВАНИЯ""",8 (495) 777-71-96,info@xenozone.ru,Технология обработки воды ультрафиолетовым излучением,0,0,0
5042073899,"ООО ""Каланча""",8 (343) 380-53-64,kalancha@kalancha.ru,Установка гидроабразивной резки и пожаротушения,0,0,0
9705052396,"ООО ""КУБ""",8 (800) 500-54-36,support@kub-24.ru,Программа для ИП по онлайн заполнению налоговой декларации,0,0,0
7715748485,"ООО ""МАТГ""",8 (499) 201-42-55,info@minibombero.ru,Аэрозольный баллончик с универсальным огнетушащим составом,0,0,0
7715962930,"ООО ""Синеко - Информационные Системы""",8 (499) 703-40-28,info@seeneco.ru,Сервис для комфортных финансовых операций,0,0,0
7731305498,"ООО ""ВЕРИМАГ""",8 (925) 771-12-16,info@verimag.ru,Мобильный класс на планшетах,0,0,0
7722805889,"ООО ""БСТ ДИДЖИТАЛ""",8 (495) 646-86-58,bst@bst-mc.com,Платформа для учета георграфических факторов в бизнесе,0,0,0
7716732008,"ООО ""Куппер""",8 (499) 707-13-56,info@cupper-shop.ru,Промывочное синтетическое моторное масло,0,0,0
7713419238,"ООО ""ЛАБОРАТОРИЯ ДИАЛОГОВЫХ СИСТЕМ""",8 (495) 117-68-12,hello@hrchatbot.ru,Диагностика дистанционных сотрудников,0,0,0
5406622241,"ООО ЦМК ""ТЕЛЕМЕД""",8 (913) 985-77-13,info@ooo-telemed.ru,Программно-аппаратный комплекс для проведения предрейсовых медицинских осмотров,0,0,0
7810886742,"ООО ""Брейн Девелопмент""",8 (921) 330-25-68,mrtrus2014@yandex.ru,Учебное оборудование и методические комплексы по обучению цифровым технологиям,0,0,0
9718122033,"ООО ""Новые Цифровые Решения""",8 (495) 532-05-58,info@argument.digital,Платформа дополненной реальности для бизнеса,0,0,0
7704792718,"ООО ""Интеллиджент Айдиас""",8 (495) 647-13-05,info@intelligentideas.ru,Инструмент для создания приложений расширенной реальности на основе цифровых виртуальных двойников,0,0,0
9715279653,"ООО ""Калькуль.Ру""",8 (495) 223-00-33,fokinam@calcul.ru,Фото и видеофиксации различных объектов,0,0,0
7727317028,"ООО ""ПАГ""",8 (985) 255-55-01,info@arvizio.com,Виртуальные экскурсии с элементами погружения,0,0,0
7727317028,"ООО ""ПАГ""",8 (985) 255-55-01,info@arvizio.com,Виртуальные экскурсии с элементами погружения,0,0,0
7714362922,"ООО ""САМОКАТ ШЕРИНГ""","8 (499) 991-19-87
 8 (800) 301-01-84",sales@samocat.net,Сеть автоматических станций проката самокатов,0,0,0
7727399253,"ООО ""Иннотера""",,viktor@fitstatus.ru,Сервис для фитнес-диагностики и автоматической разработки индивидуальной программы тренировок с учетом поставленных целей и задач,0,0,0
5077019324,"ООО ""СТИС-Серпухов""",8 (496) 731-21-19,info@stis.ru,Стеклопакеты солнцезащитные с двойным серебряным нанопокрытием,0,0,0
5029057104,"ООО ""МЕД ТЕКО""",8 (495) 583-56-95,zakaz@medteco.ru,Облучатель-рециркулятор бактерицидный,0,0,0
7816633434,"ООО ""СД Дата""",8 (812) 931-88-45,arni@sddata.ru,Голосовой искусственный интеллект с системой умного поиска,0,0,0
6453157561,"ООО ""Светофон""",8 (917) 217-55-51,info@svetofon.ru,Смарт-тренажер,0,0,0
7723329600,"ООО ""КИ СИСТЕМЫ""",8 (495) 640-38-34,info@c-i-systems.com,Координационно-информационная система скорой медицинской помощи,0,0,0
7730253455,"ООО ""Виарти""",8 (495) 144-12-01,work@vrt.one,Обучающие VR-симуляторы,0,0,0
9715285738,"ООО ""Аналитические Программные Решения""",8 (495) 199-18-24,info@apsolutions.ru,Система монетизации клиентских данных,0,0,0
7721675556,"ООО ""НЕВРОКОР""",8 (495) 740-35-34,info@neurocor.ru,Беговая дорожка для восстановления навыков ходьбы с биологической обратной связью,0,0,0
7731326297,"ООО ""АЛЬТ""",8 (495) 004-47-32,sales@nttl.ru,Программно-аппаратный комплекс 3D визуализации,0,0,0
7728450760,"АО ""Винвестор""",8 (800) 300-66-93,support@winvestor.ru,Платформа для простых инвестиций,0,0,0
7714334690,"ООО ""ЭЛИТА ГРУПП""",8 (495) 748-96-77,info@ElitaGroup.ru,Ручной увеличитель для слабовидящих,0,0,0
7743769864,"ООО ""Надёжные Сетевые Решения""",8 (495) 150-65-67,info@rapidsoft.ru,Система автоматизации программ лояльности,0,0,0
7715789499,"АО ""Нордавинд""",8 (499) 130-98-92,head@nordavind.ru,Кардиофлешка,0,0,0
7714394160,"ООО ""А1 Телеком""",8 (495) 369-16-44,mail@connectone.ru,Терминал Check-in с распознанием паспортных данных,0,0,0
7735156198,"ООО ИММУНОЛОГИЧЕСКАЯ ЛАБОРАТОРИЯ ""АБТ""",8 (985) 440-10-02,info@abtlab.ru,Тест для диагностики туберкулеза по крови,0,0,0
7714913520,"ООО ""ММТ""",8 (495) 118-22-33,info@mmtpro.ru,Сервис медицинских онлайн-консультаций,0,0,0
7731342002,"ООО ""РКС""",8 (499) 703-43-07,welcome@getroscom.ru,Платформа для защищенных коммуникаций голосовой и видеосвязи,0,0,0
7728389427,"ООО ""Позитрон""",8 (966) 340-30-31,support@dunobil.ru,Устройство активного контроля состояния водителя,0,0,0
7731342002,"ООО ""РКС""",8 (499) 703-43-07,welcome@getroscom.ru,Единая система экстренного вызова,0,0,0
7706416243,"ООО ""Тач Тиви""",8 (495) 777-52-30,info@touchtv.tv,Сервис и платформа для просмотра контента на любых устройствах,0,0,0
7735514090,"ООО ""КЛАСТЕК""",8 (495) 532-03-07,contact@clustech.ru,Интеллектуальная система прогнозирования на рынке электроэнергии и мощности,0,0,0
7708215045,"ООО ""АНТОР БИЗНЕС РЕШЕНИЯ""",8 (985) 410-99-89,info@antor.ru,Спутниковый мониторинг транспорта,0,0,0
5903113639,"ООО ""ПРОМОБОТ""",8 (800) 551-65-48,info@promo-bot.ru,Робот-дезинфектор,0,0,0
7743333316,"ООО ""Гет Аутфит""",8 (495) 258-03-08,hello@getoutfit.ru,"Сервис по подбору одежды, обуви и аксессуаров",0,0,0
7709047435,"АО ""МИНИМАКС-94""",8 (495) 640-74-25,info@mm94.ru,Специализированная дорожная информационная система,0,0,0
7714201481,"ООО ""АДВАНТУМ""",8 (495) 276-10-14,office@advantum.ru,Агрегатор телематических данных,0,0,0
7203314414,"ООО ""ОКАС""",8 (904) 499-69-95,ocas@ocas.ai,Нейросетевой программный комплекс распознавания объектов или событий,0,0,0
7735116621,"АО ""СИТРОНИКС""",8 (495) 225-98-29,info@sitronics.com,Автоматизированное управление городом,0,0,0
7720741012,"ООО ""СИ ДИ СИ РУС""",8 (495) 956-13-25,mail@cdc.ru,Автоматизированная система учета ресурсов ЖКХ,0,0,0
7203314414,"ООО ""ОКАС""",8 (904) 499-69-95,ocas@ocas.ai,Нейросетевой программный комплекс,0,0,0
9709036130,"ООО ""Цифровая Жажда""",8 (995) 797-02-79,a.sazhin@coreapp.ai,Платформа для онлайн обучения,0,0,0
7724894563,"ООО ""АТОЛ ДРАЙВ""",8 (495) 730-74-20,tacho@atol.ru,Платформа для управления транспортом,0,0,0
6166097319,"ООО ""Биохран""",8 (863) 229-75-70,info@biohran.ru,"Система сбора, транспортировки и хранения ДНК-содержащего биологического материала",0,0,0
5752015309,ОГУ имени И.С. Тургенева,8 (962) 481-32-22,ecenter@oreluniver.ru,Цифровая платформа,0,0,0
7707049388,"ПАО ""Ростелеком""",8 (800) 350-56-86,rostelecom@rt.ru,Сервисы придомового видеонаблюдения,0,0,0
7729779476,"ООО ""ЭДЮСОН""",8 (499) 653-65-86,ask@eduson.tv,Корпоративное онлайн-обучение для специалистов в сфере продаж,0,0,0
7751143478,"ООО ""МЕДИКАЛСОФТ""",8 (499) 110-08-88,info@medical-soft.ru,Сенсорный стенд фитнес-тестирования,0,0,0
7707049388,"ПАО ""Ростелеком""",8 (499) 999-82-83,rostelecom@rt.ru,Единая биометрическая система,0,0,0
7743904584,"ООО ""ДИС ЭЛЕКТРОННЫЕ РЕШЕНИЯ""",8 (495) 120-79-72,office@dis-electronics,Автономный односторонний светофор в комплекте с автономной солнечно-сетевой станцией HybridNET,0,0,0
7731394427,"ООО ""Фармпринт""",8 (916) 203-99-78,info@pharmprinter.com,Технология создания персональных лекарств,0,0,0
7703391689,"ООО ""2ВАЙФАЙ""",8 (495) 278-07-16,partners@2wifi.ru,Сервис по сбору данных потребителей,0,0,0
7717289050,"ООО ""КОНСИСТ""",8 (495) 721-19-38,info@cbgr.ru,Умный сервис прогноза поломки оборудования,0,0,0
9710017196,"ООО ""УМНЫЙ КОШЕЛЕК""",8 (495) 211-24-92,info@swip.one,Сервис для оплаты покупок по фотографии,0,0,0
7709899119,"АО ""МТУ ""АЛЬТАИР""",8 (495) 674-00-07,info@mtualtair.ru,Реализация концепции «бережливое производство» на предприятии,0,0,0
7606113654,"ООО ""Аврора Бореалис""",8 (485) 267-94-59,shashkov@aurora.eco,Установка для термической утилизации отходов,0,0,0
5405060021,"ООО ""Проконтрол""",8 (800) 100-43-98,info@pro-ctrl.ru,Защита продукции от подделки за счет некопируемого QR-кода,0,0,0
7727457610,ООО «Миофит»,8 (916) 783-48-71,ba@myofit.io,Умный костюм с сенсорами и мобильное приложение для повышения эффективности спортивных тренировок,0,0,0
7723738378,"АО ""НПО ""Андроидная Техника""",8 (495) 226-02-99,MedBot@npo-at.com,Робототехнические системы,0,0,0
7703429484,"ООО ""АБАДЖИ""",8 (495) 108-46-43,hello@abagy.com,Сервис по роботизации производственных процессов,0,0,0
7710499161,"ООО ""НТЕХ ЛАБ""",8 (499) 110-22-54,info@findface.pro,Библиотека на языке C,0,0,0
9731001888,"ООО ""Нвиай Солюшенс """,8 (499) 397-87-58,info@nvi-solutions.com,Комплекс программных модулей для автоматического распознавания нарушений на производстве,0,0,0
7708160477,"ООО ""ПЛКСИСТЕМЫ""",8 (800) 707-18-71,iot@plcsystems.ru,Сервис поиска парковок,0,0,0
7731400286,"ООО ""Виротех""",8 (495) 617-61-81,info@virotech.ru,Термокаталитическая технология переработки и утилизации отходов,0,0,0
9705142829,"ООО ""Чекэдвайзор""",,info@checkadvisor.ru,Умный помощник для быстрого расчета спецификаций,0,0,0
7731394931,"ООО ""ВЕРШИНА""",8 (921) 941-57-72,ag@ircam.tech,Устройство для поиска пропавших людей и животных с воздуха,0,0,0
7728750604,"ООО ""МИРАПОЛИС""",8 (495) 646-04-04,info@mirapolis.ru,Управление человеческим капиталом в организации,0,0,0
7707112456,"ЗАО ""НПП ТРАНСНАВИГАЦИЯ""",8 (495) 783-54-85,trn@transnavi.ru,Система формирования и ведения расписания движения маршрутизированного транспорта,0,0,0
7730702767,"ООО ""Биометрические Системы""",8 (495) 774-11-13,info@bsystemspro.com,Комплекс биометрического распознавания человека по изображению лица в видеопотоке,0,0,0
7731394931,"ООО ""ВЕРШИНА""",8 (921) 941-57-72,ag@ircam.tech,Устройство для бесконтактного измерения температуры человека,0,0,0
1215186406,"ООО ""Мобильные Решения для Строительства""",8 (800) 500-13-25,team@mrspro.ru,Программный комплекс,0,0,0
9731019765,"ООО ""Городские теплицы Москва""",8 (905) 933-11-77,m@ifarmproject.ru,"Платформа для выращивания овощей, ягод и зелени",0,0,0
9701078611,"ООО ""СКИЛБОКС""",8 (495) 154-09-36,hello@skillbox.ru,Онлайн-университет современных digital-профессий,0,0,0
7707112456,"ЗАО ""НПП ТРАНСНАВИГАЦИЯ""",8 (495) 783-54-85,trn@transnavi.ru,Система мониторинга пассажиропотоков на городском пассажирском транспорте,0,0,0
1655317794,"ООО ""ЭЛП Групп""",8 (843) 267-60-81,,Технология для переработки растительной биомассы,0,0,0
9710083488,"ООО ""Планнерикс""",,info@plannerix.com,Конструктор 2D планировок и 3D виртуальных интерьеров квартиры,0,0,0
5029250228,"ООО ""Проптех""",,info@prop-tech.group,Web-платформа визуально и информационно объединяющая весь жизненный цикл строительства,0,0,0
7720728639,"ООО ""Девелопмент Бюро""",8 (495) 232-00-23,info@softline.ru,Платформа сбора информации и анализа потребностей клиентов,0,0,0
7724715856,"ООО ""ИНТЕРНЕТ ШКОЛА""",8 (495) 660-38-43,info@teachbase.ru,Инструмент для создания и продвижения онлайн-курсов,0,0,0
7720605108,"ООО ""Фабрика Вентиляции ГалВент""",8 (495) 790‑76-98,galvent@galvent.su,Мусоропровод для раздельного сбора,0,0,0
7708344509,"ООО ""Кселло""",8 (495) 786-03-35,info@xello.ru,Сервис для защиты от направленных кибератак,0,0,0
4004007928,"ООО ""Кит Инвест""",8 (800) 350-15-40,info@kit-invest.ru,Сервис облачной фискализации,0,0,0
470312503510,ИП Баев Ярослав Игоревич,8 (967) 054-93-89,info@averdoc.ru,Сервис для контроля процессов на стройке,0,0,0
7704875523,"ООО ""АРТКВАНТ ТЕХНОЛОДЖИС""",8 (495) 792-55-95,ra@artquant.com,Цифровой советник по финансам,0,0,0
7707140573,"АО ""КОРПОРАЦИЯ ГАЛАКТИКА""",8 (495) 252-02-55,market@galaktika.ru,Комплексная информационная система управления производственными активами,0,0,0
